id,_natsuno<jpn>,natsuno<eng>,_kiko<jpn>,kiko<eng>,_shino<jpn>,shino<eng>,_akane<jpn>,akane<eng>,_minamo<jpn>,minamo<eng>,_itsuka<jpn>,itsuka<eng>,_hinase<jpn>,hinase<eng>,_meguru<jpn>,meguru<eng>
move_failed00,え......今、そこ、いるよ......？,<PLEASE_TRANSLATE>,え......？　今、そこにいますよ......？,<PLEASE_TRANSLATE>,え？　今、そこだけど？,<PLEASE_TRANSLATE>,えー？　今、そこにいるよー？,<PLEASE_TRANSLATE>,.......え？　今、そこ、おるよ？,<PLEASE_TRANSLATE>,......？　今、そこにいるんだけど......,<PLEASE_TRANSLATE>,えーと......？　今、私、そこにいますよ？,<PLEASE_TRANSLATE>,え......い、今、そこ、いるっすけど......？,<PLEASE_TRANSLATE>
visitStage00,何か見つかるといいけど......,<PLEASE_TRANSLATE>,何か残ってますかね......,<PLEASE_TRANSLATE>,何があーるっかなっと,<PLEASE_TRANSLATE>,何かあるかなー,<PLEASE_TRANSLATE>,なんかあるかねー,<PLEASE_TRANSLATE>,何か見つかるといいけど......,<PLEASE_TRANSLATE>,何か見つかるといいですね,<PLEASE_TRANSLATE>,何かないかなー,<PLEASE_TRANSLATE>
visitStage01,誰もいない......よね......,<PLEASE_TRANSLATE>,誰もいない......ですよね......,<PLEASE_TRANSLATE>,何かないかなー,<PLEASE_TRANSLATE>,さてさてー？,<PLEASE_TRANSLATE>,はてはて......,<PLEASE_TRANSLATE>,何か残ってるかな......,<PLEASE_TRANSLATE>,誰かいませんかね......,<PLEASE_TRANSLATE>,ここには何があーるかな,<PLEASE_TRANSLATE>
visitStage02,さて......,<PLEASE_TRANSLATE>,うーんと......何かあるかな......,<PLEASE_TRANSLATE>,さーて......,<PLEASE_TRANSLATE>,さーてっと,<PLEASE_TRANSLATE>,なーんかないかなーっと,<PLEASE_TRANSLATE>,さて......ここは......,<PLEASE_TRANSLATE>,さて......,<PLEASE_TRANSLATE>,さてさてさて......,<PLEASE_TRANSLATE>
selection00,{0}があるけど......。どうしよっか？,<PLEASE_TRANSLATE>,{0}があります......。どれにします......？,<PLEASE_TRANSLATE>,{0}があるね。......どする？,<PLEASE_TRANSLATE>,{0}、見つけたー。どーする？,<PLEASE_TRANSLATE>,{0}......があるんだけど。どーしよ？,<PLEASE_TRANSLATE>,{0}がある......。どうする？,<PLEASE_TRANSLATE>,{0}があります......。どうします？,<PLEASE_TRANSLATE>,{0}がある......えー、どうしよ？,<PLEASE_TRANSLATE>
selected00,おっけー,<PLEASE_TRANSLATE>,はい！,<PLEASE_TRANSLATE>,りょーかい！,<PLEASE_TRANSLATE>,おっけーい,<PLEASE_TRANSLATE>,おけーい,<PLEASE_TRANSLATE>,わかった,<PLEASE_TRANSLATE>,わかりました,<PLEASE_TRANSLATE>,わかりましたっす！,<PLEASE_TRANSLATE>
selectionSearch00,{0}があるけど......。どれ見てみよっか？,<PLEASE_TRANSLATE>,{0}があります......。どれ調べてみます......？,<PLEASE_TRANSLATE>,{0}があるね。......どれ調べてみる？,<PLEASE_TRANSLATE>,{0}があるねー。どれ見てみよっかー？,<PLEASE_TRANSLATE>,{0}があるけど......どれ見てみるん？,<PLEASE_TRANSLATE>,{0}がある......。どれ見てみようか？,<PLEASE_TRANSLATE>,{0}があります......。どれ見てみましょう？,<PLEASE_TRANSLATE>,{0}があるっすけど......。どれ見てみます......？,<PLEASE_TRANSLATE>
selectionAction00,{0}......。どうする？,<PLEASE_TRANSLATE>,{0}......。どうしましょう......？,<PLEASE_TRANSLATE>,{0}......。うーん、どする？,<PLEASE_TRANSLATE>,{0}......。んー。どーしよっか？,<PLEASE_TRANSLATE>,{0}......。うーむ。どする？,<PLEASE_TRANSLATE>,{0}......。どうする？,<PLEASE_TRANSLATE>,{0}......。どうします？,<PLEASE_TRANSLATE>,{0}......。どうしよ？,<PLEASE_TRANSLATE>
pre_itemGet00,{0}を調べてみる......,<PLEASE_TRANSLATE>,{0}を見てみます......,<PLEASE_TRANSLATE>,{0}を見てみるよ......,<PLEASE_TRANSLATE>,{0}を調べてみるー......,<PLEASE_TRANSLATE>,{0}、調べてみる......,<PLEASE_TRANSLATE>,{0}を調べてみる,<PLEASE_TRANSLATE>,{0}を調べてみます......,<PLEASE_TRANSLATE>,{0}、見てみよー,<PLEASE_TRANSLATE>
pre_itemGet01,{0}、見てみるね......,<PLEASE_TRANSLATE>,{0}、調べてみます......,<PLEASE_TRANSLATE>,{0}、調べてみるね,<PLEASE_TRANSLATE>,{0}、見てみるねー,<PLEASE_TRANSLATE>,{0]、見てみよ,<PLEASE_TRANSLATE>,{0}を見てみる,<PLEASE_TRANSLATE>,{0}、見てみます......,<PLEASE_TRANSLATE>,{0}、見てみるっす！,<PLEASE_TRANSLATE>
pre_itemGet02,{0}......何かあるかな......,<PLEASE_TRANSLATE>,うーん......{0}......何か見つかるかな......,<PLEASE_TRANSLATE>,{0}かー......何かあるかな～,<PLEASE_TRANSLATE>,さて、{0}......何か出てくるといいなー,<PLEASE_TRANSLATE>,{0}......ね。なんかあるかな,<PLEASE_TRANSLATE>,{0}......何かあるといいけど,<PLEASE_TRANSLATE>,{0}......何かありますかね......,<PLEASE_TRANSLATE>,{0}......何かないかなー,<PLEASE_TRANSLATE>
itemGet00,<button>{0}</button>を見つけた。もらっていこ,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけました！　ごめんなさい、いただきます......！,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけたよ！　らっきー！,<PLEASE_TRANSLATE>,<button>{0}</button>、みっけー,<PLEASE_TRANSLATE>,<button>{0}</button>、みっけた,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけた。もらっていく,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけました。いただいていきます,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけた。いただき！,<PLEASE_TRANSLATE>
itemGet01,<button>{0}</button>、見つけたよ,<PLEASE_TRANSLATE>,<button>{0}</button>ですね......いただいていきます......,<PLEASE_TRANSLATE>,<button>{0}</button>、だね。もらってこーっと,<PLEASE_TRANSLATE>,<button>{0}</button>見つけた。もらっちゃお,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけた。もらってこう,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけた,<PLEASE_TRANSLATE>,<button>{0}</button>、です。もらってしまいますね,<PLEASE_TRANSLATE>,<button>{0}</button>、みーっけ！,<PLEASE_TRANSLATE>
itemGet02,<button>{0}</button>......。もらっていこ,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけました,<PLEASE_TRANSLATE>,<button>{0}</button>......大事に使いますんで！,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけたよー,<PLEASE_TRANSLATE>,<button>{0}</button>、はっけん......,<PLEASE_TRANSLATE>,<button>{0}</button>......。もらってく,<PLEASE_TRANSLATE>,<button>{0}</button>......。いただきます,<PLEASE_TRANSLATE>,<button>{0}</button>、発見！　もらっちゃおー,<PLEASE_TRANSLATE>
itemCountMax00,<button>{0}</button>を見つけたけど......これ以上持てないな......,<PLEASE_TRANSLATE>,すみません......<button>{0}</button>、見つけたんですけど......カバンがいっぱいで......,<PLEASE_TRANSLATE>,<button>{0}</button>見つけた！　でも手持ちがいっぱいだ！,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけたけれど、手持ちがいっぱいだね,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけたけど......これ以上は持てんなぁ,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけたけど......これ以上持てそうにない,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけました......でも、これ以上持てませんね......,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけた......けど、これ以上持てない......,<PLEASE_TRANSLATE>
itemThrowConfirm00,どれ捨てていこっか？,<PLEASE_TRANSLATE>,どれを置いていきましょうか......,<PLEASE_TRANSLATE>,どれ捨ててく？,<PLEASE_TRANSLATE>,うーむ、どれを置いてく？,<PLEASE_TRANSLATE>,どれ、置いてくん？,<PLEASE_TRANSLATE>,どれ捨てていく？,<PLEASE_TRANSLATE>,どれ捨てていきます？,<PLEASE_TRANSLATE>,仕方ない......どれ捨てていこうかな......,<PLEASE_TRANSLATE>
itemThrowFailed00,え？　捨てていきたいやつの名前、答えてくれる？,<PLEASE_TRANSLATE>,えと......どれを、置いていけばいいでしょうか......？,<PLEASE_TRANSLATE>,どれを捨ててくか、選んでくんない？,<PLEASE_TRANSLATE>,んー？　どれを置いていくか、選んでくんない？,<PLEASE_TRANSLATE>,え？　どれ置いてくか、選んでほしいんだけど？,<PLEASE_TRANSLATE>,......？　捨てていきたいやつの名前、答えてほしい,<PLEASE_TRANSLATE>,え？　捨てていきたいものの名前を、答えていただけますか？,<PLEASE_TRANSLATE>,え、えーと......捨てていきたいやつの名前、答えてほしいっす......,<PLEASE_TRANSLATE>
itemThrowCancel00,じゃあ、{0}もらっていこ,<PLEASE_TRANSLATE>,じゃあ、{0}はもらっていきますね......！,<PLEASE_TRANSLATE>,じゃ、{0}はあたしがもらっちゃお,<PLEASE_TRANSLATE>,じゃあ、{0}はもらっちゃうねー,<PLEASE_TRANSLATE>,じゃ、{0}はもらってく,<PLEASE_TRANSLATE>,じゃ、{0}もらっていく,<PLEASE_TRANSLATE>,じゃあ、{0}、もらっていきますね,<PLEASE_TRANSLATE>,じゃあ、{0}もらっていこーっと,<PLEASE_TRANSLATE>
itemThrow00,おっけ。じゃ、{0}は置いてくね,<PLEASE_TRANSLATE>,はい！　{0}を置いていきます！,<PLEASE_TRANSLATE>,らじゃ！　{0}よ、さらば！,<PLEASE_TRANSLATE>,うん。そーしよ。{0}、置いてく,<PLEASE_TRANSLATE>,おけい。{0}は置いてくよ,<PLEASE_TRANSLATE>,わかった。じゃあ、{0}は置いていく,<PLEASE_TRANSLATE>,はい。それでは、{0}は置いていきます。残念ですけど,<PLEASE_TRANSLATE>,じゃ、{0}は置いてくっす,<PLEASE_TRANSLATE>
itemThrowMore00,まだ荷物いっぱい......他に、何捨ててく？,<PLEASE_TRANSLATE>,まだ荷物いっぱいですね......他に、何置いていきます？,<PLEASE_TRANSLATE>,まだ荷物いっぱいだね......他に、何捨ててこっか？,<PLEASE_TRANSLATE>,まだ荷物いっぱいだねー。他に、何捨ててくー？,<PLEASE_TRANSLATE>,まだ荷物がたくさんだね。ほか、何置いてく？,<PLEASE_TRANSLATE>,まだ荷物がいっぱいだ......他に、何捨てていく？,<PLEASE_TRANSLATE>,まだ荷物いっぱいですね......他に、何捨てていきましょう？,<PLEASE_TRANSLATE>,まだ荷物いっぱいだ......他に、何捨ててくっすか？,<PLEASE_TRANSLATE>
itemUnuseable00,......え、今使えるものじゃなくない？,<PLEASE_TRANSLATE>,え......？　今は使えません......,<PLEASE_TRANSLATE>,うん？　今使えなくない？,<PLEASE_TRANSLATE>,......？　それを今、どうしろってー？,<PLEASE_TRANSLATE>,うん？　それ今、どうにかしようある？,<PLEASE_TRANSLATE>,......？　今使えるものじゃないと思う,<PLEASE_TRANSLATE>,え......？　えーと......それは、今、使えるものですか......？,<PLEASE_TRANSLATE>,......え、今使えるものじゃない......かも,<PLEASE_TRANSLATE>
itemUnuseable_equip00,え......もう装備してるけど？,<PLEASE_TRANSLATE>,あの......もう装備してます......,<PLEASE_TRANSLATE>,え、もう装備してるよ？,<PLEASE_TRANSLATE>,えー？　もう装備してるけどー？,<PLEASE_TRANSLATE>,？　もう装備しとるよ？,<PLEASE_TRANSLATE>,......？　もう装備してるよ,<PLEASE_TRANSLATE>,え......もう装備してますよね......？,<PLEASE_TRANSLATE>,え......も、もう装備してるっす......,<PLEASE_TRANSLATE>
itemUnuseable_food00,料理に使えそうだね。帰ったら何つくろっかなー,<PLEASE_TRANSLATE>,料理に使えそうですね。......今、料理は、ちょっと......,<PLEASE_TRANSLATE>,料理に使えそうだね！　帰ったらやってみよ,<PLEASE_TRANSLATE>,料理に使えるかもねー。今晩は何にしよっかなー,<PLEASE_TRANSLATE>,料理に使えるかも......。今晩は何かなぁ,<PLEASE_TRANSLATE>,料理に使えそうだ。帰ったら何つくろうか,<PLEASE_TRANSLATE>,料理に使えそうです。今日は何にしましょうかね,<PLEASE_TRANSLATE>,料理に使えそう！　帰ったら何つくってくれるかなー,<PLEASE_TRANSLATE>
itemUnuseable_tool00,え......もう手に持ってるけど？,<PLEASE_TRANSLATE>,あの......もう手に持ってます......,<PLEASE_TRANSLATE>,え、もう手に持ってるよ？,<PLEASE_TRANSLATE>,えー？　もう手に持ってるけどー？,<PLEASE_TRANSLATE>,うーん？　もう手に持ってるよ？,<PLEASE_TRANSLATE>,え......。もう手に持ってるけど,<PLEASE_TRANSLATE>,え？　もう手に持ってますよ？,<PLEASE_TRANSLATE>,えと......も、もう手に持ってるっす......,<PLEASE_TRANSLATE>
itemDrop00,あ......なんか出てきた......,<PLEASE_TRANSLATE>,わっ......なんか出てきました......,<PLEASE_TRANSLATE>,お！　なんか出てきた！,<PLEASE_TRANSLATE>,おー？　なんか出てきたねー,<PLEASE_TRANSLATE>,おおっと......なんか出てきた,<PLEASE_TRANSLATE>,ん......。なんか出てきた,<PLEASE_TRANSLATE>,あ......何か出てきました......,<PLEASE_TRANSLATE>,あ......なんか出てきた......,<PLEASE_TRANSLATE>
itemFind00,あ、こんなとこに......,<PLEASE_TRANSLATE>,あ......こんなところに,<PLEASE_TRANSLATE>,お！　こんなとこに！,<PLEASE_TRANSLATE>,おー。こんなところにー？,<PLEASE_TRANSLATE>,おっと......こんなとこに,<PLEASE_TRANSLATE>,あ......こんなところに,<PLEASE_TRANSLATE>,あら......まぁ、こんなところに,<PLEASE_TRANSLATE>,あ、こんなとこに......？,<PLEASE_TRANSLATE>
itemFindByLetter00,あ......<br>これが、書き置きにあったやつかな......,<PLEASE_TRANSLATE>,あ......<br>これが、書き置きにあったやつ、ですかね......,<PLEASE_TRANSLATE>,あ！<br>これが、書き置きにあったやつ、っぽいね！,<PLEASE_TRANSLATE>,お......<br>これが、書き置きにあったやつ、だねー,<PLEASE_TRANSLATE>,お......<br>これが、書き置きにあったやつかな,<PLEASE_TRANSLATE>,お......<br>これが、書き置きにあったやつ、だろうね,<PLEASE_TRANSLATE>,あ......<br>これが、書き置きにあったやつ、ですかね？,<PLEASE_TRANSLATE>,おお......<br>これが、書き置きにあったやつでは......？,<PLEASE_TRANSLATE>
itemInteract00,{0}、{1}に使ってみる......,<PLEASE_TRANSLATE>,{0}を{1}に使ってみますね......,<PLEASE_TRANSLATE>,{0}、{1}に使ってみるね！,<PLEASE_TRANSLATE>,{0}、{1}に使ってみるー,<PLEASE_TRANSLATE>,{0}、{1}に使ってみよ,<PLEASE_TRANSLATE>,{0}を、{1}に使ってみる,<PLEASE_TRANSLATE>,{0}、{1}に使ってみます......,<PLEASE_TRANSLATE>,{0}、{1}に使ってみるっす......,<PLEASE_TRANSLATE>
itemInteractConfirm00,{0}......どれに使うの？,<PLEASE_TRANSLATE>,{0}......えと、どれに使いましょう？,<PLEASE_TRANSLATE>,{0}......どれに使うの？,<PLEASE_TRANSLATE>,{0}......どれに使うー？,<PLEASE_TRANSLATE>,{0}......どれに使うん？,<PLEASE_TRANSLATE>,{0}......どれに使う？,<PLEASE_TRANSLATE>,{0}......どれに使うんでしょう？,<PLEASE_TRANSLATE>,{0}......どれに使うの？　......っす,<PLEASE_TRANSLATE>
itemInteractFailed00,んー......<br>これに使ってもだめみたい,<PLEASE_TRANSLATE>,うーんと......<br>これには使いえないみたいです......,<PLEASE_TRANSLATE>,ん－、だめっぽいね<br>これに使うものじゃないや,<PLEASE_TRANSLATE>,んー......<br>これに使うのは無理そうだよ,<PLEASE_TRANSLATE>,えー......<br>これに使うのはきびしくない？,<PLEASE_TRANSLATE>,......いや<br>これに使ってもだめみたいだ,<PLEASE_TRANSLATE>,えーと......<br>これに使っても、だめみたいです,<PLEASE_TRANSLATE>,え、ええと......<br>これに使ってもだめっぽいっす......,<PLEASE_TRANSLATE>
itemInteractCancel00,それ......には、使えなくない？,<PLEASE_TRANSLATE>,え......それには使えないと思います......,<PLEASE_TRANSLATE>,え？　それには使えなくない？,<PLEASE_TRANSLATE>,えー？　それに使うのは無理じゃない？,<PLEASE_TRANSLATE>,んん......？<br>それには使えんのでは......？,<PLEASE_TRANSLATE>,それには......使えないと思う,<PLEASE_TRANSLATE>,それ......には、使えないかと......,<PLEASE_TRANSLATE>,それ......には、使えなくない......っすか......？,<PLEASE_TRANSLATE>
itemBroken00,あ......{0}、壊れちゃった......,<PLEASE_TRANSLATE>,あっ......{0}、壊れちゃいました......,<PLEASE_TRANSLATE>,あ！　{0}、壊れちゃったよ......,<PLEASE_TRANSLATE>,あや、{0}、壊れちゃった......,<PLEASE_TRANSLATE>,あ、{0}、壊れちゃった,<PLEASE_TRANSLATE>,あ......{0}、壊れた......,<PLEASE_TRANSLATE>,あ......{0}、壊れてしまいました......<br>お別れですね......,<PLEASE_TRANSLATE>,あ......{0}、壊れた......。す、すみません！,<PLEASE_TRANSLATE>
